Alpha_0__Dr_0_1__H_0_5,Alpha_0__Dr_0_5__H_0_5,Alpha_0__Dr_0__H_0_5,Alpha_0__Dr_100__H_0_5,Alpha_0__Dr_10__H_0_5,Alpha_0__Dr_1__H_0_5,Alpha_0__Dr_5__H_0_5
4.66315029492327e-14,5.05258833153805e-14,4.66257219384713e-14,4.52326871452654e-14,4.38704282430816e-14,4.92239793680313e-14,4.64415446462214e-14
2.64083435625409e-14,2.25559676912981e-14,3.83576437606037e-14,2.49838176909088e-14,2.39944510367746e-14,2.17397989205484e-14,2.44627131145637e-14
2.81199568330517e-14,2.14545649252993e-14,4.01236900929509e-14,2.86708361927448e-14,2.96456135485326e-14,2.34375073449407e-14,2.86099356493084e-14
4.70274964486218e-14,5.14017215978165e-14,4.638175604604e-14,5.10177700582154e-14,5.16640331057801e-14,5.20074048633355e-14,4.82036901338084e-14
1.85114784560219e-14,1.3094133841856e-14,3.73289889614326e-14,1.6925233823328e-14,1.70140023242547e-14,1.23063169673882e-14,1.95106896362797e-14
4.3013397301059e-14,5.25999355654875e-14,4.90498825754856e-14,4.61519634100194e-14,4.84189990738471e-14,4.95639406535736e-14,4.44001722352826e-14
2.90916631257554e-14,2.97278691610421e-14,3.99226271500085e-14,2.89873710465504e-14,3.24621520754618e-14,2.80527739296512e-14,2.99962852195097e-14
2.85730555467345e-14,2.8744022346432e-14,4.38192547239163e-14,3.5294960790794e-14,3.17057497784075e-14,3.06155101853297e-14,3.15465638560723e-14
4.88702989707987e-14,5.18039506390174e-14,4.72221493944099e-14,5.81458417775743e-14,5.58560054651434e-14,5.05754440315792e-14,5.00556185006978e-14
2.15724925849627e-14,1.54377201726837e-14,3.60054964785172e-14,1.78228302092905e-14,1.75417003391439e-14,1.18373939643868e-14,1.98734425082961e-14
5.25405154167153e-14,5.52376953347134e-14,5.20677379464428e-14,4.81818101355213e-14,5.00701881516665e-14,5.15491188508666e-14,4.62051863083364e-14
3.48703296884654e-14,2.77224254249561e-14,4.63182958687925e-14,3.70681137925742e-14,3.44896914899344e-14,3.41001556528308e-14,3.58594307437022e-14
3.51619548001057e-14,3.22858271836582e-14,4.48892425553796e-14,3.7147166316746e-14,3.89654655132706e-14,3.54115749090543e-14,3.67055192527561e-14
5.12749334102026e-14,5.57413414848612e-14,5.1132638032498e-14,5.68056084917734e-14,5.21948787657111e-14,5.37895882986863e-14,5.08119136414865e-14
